GRIN_Accession,mean_observation_value
PI96984,19.4
PI157429,19.3
PI157441,19.1
PI157449,19.3
PI157478,19.55
PI161989,19.25
PI171427,19.1
PI171428,19.1
PI171434,19.1
PI181561,19.1
PI189946,19.1
PI196525,19.1
PI200460,19.1
PI200468,19.1
PI200503,19.200000000000003
PI205083,19.1
PI205087,19.1
PI227158,20.15
PI227321,19.1
PI243536,19.1
PI248512,19.1
PI257435,19.200000000000003
PI285093,19.1
PI290118,19.1
PI297510,19.65
PI297521,19.1
PI339998,19.65
PI340026,19.5
PI360957,19.1
PI360965,19.1
PI378655,19.450000000000003
PI398195,19.1
PI398285,20.4
PI398353,20.3
PI398573,20.450000000000003
PI398817,19.1
PI398881,20.450000000000003
PI398882,19.85
PI399042,19.55
PI399053,19.1
PI399121,20.05
PI408038,19.5
PI408060,19.25
PI408161,19.25
PI408240,19.1
PI408253,19.4
PI408267,19.450000000000003
PI408323,19.700000000000003
PI408326,19.1
PI408328,19.15
PI416748,19.1
PI416843,20.55
PI416847,19.1
PI416861,20.9
PI416871,19.1
PI416895,20.65
PI416952,19.1
PI417129,19.1
PI417141,19.8
PI417288,20.55
PI417337,19.1
PI417358,19.1
PI417491,19.1
PI417493,19.1
PI417530,19.1
PI417545,19.1
PI417556,19.1
PI417560,19.1
PI423717,19.1
PI423801,19.1
PI423838,19.1
PI423931,19.450000000000003
PI424176,19.1
PI424202,19.1
PI424515,19.1
PI424578,19.450000000000003
PI427143,19.6
PI428692,19.1
PI437084,19.1
PI437147,19.1
PI437158,19.1
PI437162,20.1
PI437185,19.1
PI437240,19.1
PI437359,19.700000000000003
PI437399,19.1
PI437486,19.1
PI437494,19.1
PI437527,19.1
PI437531,19.1
PI437543,19.1
PI437578,19.1
PI437600,19.1
PI437634,19.1
PI437660,20.25
PI437704,19.1
PI437813,19.8
PI437972,20.1
PI438002,19.1
PI438046,19.1
PI438383,19.1
PI442032,19.1
PI445788,19.1
PI458058,19.1
PI458174,19.1
PI458245,19.1
PI458279,19.1
PI467314,20.05
PI467347,19.1
PI479723,19.1
PI494182,19.1
PI504486,19.1
PI504490,19.1
PI504492,20.85
PI506417,19.450000000000003
PI506553,19.55
PI506558,19.1
PI506627,20.55
PI506637,19.1
PI506739,19.1
PI506811,19.1
PI506822,19.1
PI506855,19.1
PI506868,19.9
PI506874,19.1
PI506928,19.1
PI506983,19.5
PI507005,19.65
PI507136,19.1
PI507151,19.1
PI507208,19.200000000000003
PI507237,19.1
PI507305,19.1
PI507318,19.1
PI507356,19.1
PI507391,19.1
PI507414,19.1
PI507430,19.1
PI507435,19.1
PI507467,19.1
PI507538,19.1
PI507703,19.1
PI508269,19.3
PI509087,19.1
PI509103,19.1
PI538405,21.0
PI542046,19.1
PI543794,20.283333333333335
PI546043,19.1
PI547460,19.1
PI547462,19.1
PI547876,19.1
PI548412,19.1
PI548425,19.35
PI548466,20.25
PI548494,19.1
PI548540,19.9
PI548608,19.9
PI548624,19.1
PI548656,20.25
PI548982,19.1
PI549029,19.1
PI549054,19.1
PI567462,19.1
PI567531,19.1
PI574482,19.1
PI578333,19.1
PI578418,20.599999999999998
PI578421,20.55
PI578425,19.8
PI578427,19.1
PI578502,19.1
PI583365,19.1
FC3654-1,19.1
FC19979-1,19.1
PI84908-2,19.1
PI86026-1,19.3
PI86091-1,19.1
PI86457-1,19.1
PI86490-4,19.1
PI88820N,19.1
PI90479-1,19.1
PI91108N,19.6
PI103419B,19.1
PI103419A,19.85
PI291320B,19.8
PI347539B,19.1
PI358315B,19.1
PI372403A,19.1
PI372415B,19.1
PI391589B,19.85
PI393541B,19.1
PI408094-2,19.15
PI408203A,19.1
PI423814A,19.1
PI427088F,19.1
PI427088A,19.1
PI437132A,19.1
PI437166B,20.3
PI437251A,19.1
PI437265A,19.1
PI437270A,19.1
PI437336A,19.1
PI437344D,19.1
PI437427B,19.1
PI437515A,19.1
PI437630C,19.1
PI437630A,19.1
PI437856B,19.1
PI438128A,20.25
PI438254A,19.8
PI438339A,19.1
PI438504B,19.1
PI445794B,19.1
PI458281A,19.1
PI458508A,19.1
PI464914A,19.1
PI507095A,19.1
PI507117B,19.1
PI507132B,19.25
PI507687A,19.1
PI509091B,19.1
PI549049B,20.85
PI561300A,19.1
PI588009,19.1
PI587956,19.1
PI587965,19.1
PI587921,19.1
PI587717,21.450000000000003
PI497964A,19.1
PI567419B,19.1
PI567486B,19.1
PI567573A,19.1
PI567597A,19.1
PI567751A,19.1
PI567770A,19.15
PI567174A,19.1
PI567224D,20.950000000000003
PI567288B,19.1
PI567289A,19.1
PI497964B,19.1
PI592916,19.1
PI592922,19.1
PI592954,19.1
PI594240,19.1
PI594742,19.1
PI594416,19.65
PI596541,19.1
PI603314,19.1
PI603316,19.1
PI603318,19.1
PI603503,19.1
PI603907,19.1
PI593995A,19.1
PI594863A,19.1
PI594875A,19.1
PI594899A,19.950000000000003
PI612728,19.1
PI612740,19.1
PI612749,19.1
PI612763,20.75
PI603563C,19.1
PI603571B,19.1
PI603570D,19.950000000000003
PI612721B,19.1
PI605780B,19.1
PI605792D,19.1
PI605821B,19.1
PI629004,19.1
FC3548,19.2
FC31571,19.2
PI55887,19.2
PI68523,19.25
PI70188,19.2
PI70528,19.2
PI80488,19.2
PI82534,19.2
PI84973,19.2
PI85021,19.9
PI85407,19.65
PI86062,19.2
PI86146,19.2
PI86154,19.2
PI86457,19.2
PI87037,19.85
PI88502,19.7
PI88797,19.95
PI88813,19.2
PI88965,19.2
PI90490,19.35
PI90768,19.2
PI91729,19.2
PI92691,19.9
PI92706,19.2
PI97220,19.2
PI153274,19.2
PI154192,20.049999999999997
PI157438,19.6
PI157458,19.65
PI157460,19.2
PI157488,19.2
PI159096,20.15
PI171454,19.2
PI173995,19.2
PI179822,19.9
PI181537,19.2
PI181544,20.1
PI189913,19.2
PI189965,19.549999999999997
PI196148,19.6
PI200457,19.2
PI200471,19.2
PI201428,19.2
PI205086,19.2
PI221716,19.2
PI226590,19.2
PI235335,19.2
PI238920,19.2
PI248399,19.65
PI291298,19.2
PI291315,19.2
PI291326,20.0
PI295952,19.2
PI297514,19.2
PI297544,19.2
PI304217,19.2
PI307853,19.75
PI309655,19.2
PI319538,20.65
PI324066,19.2
PI339866,20.2
PI360958,19.2
PI361063,19.2
PI361069,19.2
PI361092,19.2
PI361111,19.7
PI361122,19.2
PI374220,19.2
PI378666,19.2
PI398240,20.4
PI398311,19.6
PI398335,20.45
PI398533,20.9
PI398535,19.2
PI398776,20.2
PI398818,20.35
PI398991,20.15
PI404156,20.0
PI407719,19.2
PI407747,19.7
PI407936,19.299999999999997
PI408086,19.2
PI408150,19.35
PI408241,19.2
PI408252,19.299999999999997
PI408279,19.45
PI408297,19.2
PI408304,20.0
PI415072,21.0
PI415074,19.2
PI416811,19.2
PI416867,19.2
PI416901,19.2
PI417256,19.2
PI417335,19.2
PI417356,20.85
PI417396,19.2
PI417418,19.2
PI417502,19.85
PI417514,19.2
PI417523,20.25
PI417550,19.2
PI423840,19.2
PI423862,19.2
PI423869,19.2
PI424136,19.2
PI424170,19.35
PI424373,19.2
PI424439,19.2
PI424508,19.2
PI427106,19.2
PI437098,19.65
PI437161,19.2
PI437177,19.2
PI437216,19.95
PI437226,19.2
PI437310,19.2
PI437354,20.5
PI437357,19.35
PI437404,19.2
PI437440,19.2
PI437518,20.2
PI437532,20.7
PI437542,19.2
PI437604,19.2
PI437627,19.2
PI437720,19.2
PI437796,19.2
PI437872,19.2
PI437880,19.85
PI437917,19.2
PI438070,19.2
PI438182,19.2
PI438200,20.049999999999997
PI438216,19.2
PI438236,19.2
PI438262,19.75
PI438297,19.2
PI438466,19.5
PI441353,19.2
PI442030,19.35
PI442044,19.549999999999997
PI445792,19.7
PI445805,19.2
PI445821,20.049999999999997
PI458127,19.2
PI458161,19.2
PI458187,19.2
PI458268,19.2
PI458506,19.2
PI464876,19.45
PI464912,19.2
PI467337,19.35
PI468376,19.2
PI476344,19.2
PI504501,19.2
PI506492,19.2
PI506502,19.2
PI506532,19.9
PI506539,19.2
PI506609,19.2
PI506619,19.2
PI506620,19.2
PI506643,19.2
PI506704,19.2
PI506717,19.7
PI506722,19.2
PI506725,19.2
PI506827,19.2
PI506890,19.95
PI507009,19.2
PI507142,19.2
PI507258,19.9
PI507266,19.2
PI507354,19.2
PI507380,19.2
PI507446,19.4
PI507476,19.2
PI507546,19.2
PI507554,19.2
PI507578,19.2
PI507670,20.6
PI509093,20.95
PI509098,19.2
PI512324,19.2
PI547616,19.2
PI547815,19.2
PI548299,19.2
PI548419,19.65
PI548510,19.2
PI548528,19.2
PI548536,19.875
PI548556,19.833333333333332
PI548615,20.400000000000002
PI548633,19.2
PI548663,20.366666666666664
PI548665,19.2
PI548677,19.2
PI548976,19.2
PI549066,20.35
PI549068,20.65
PI553047,20.1
PI561288,19.4
PI561290,19.2
PI566986,19.2
PI567210,19.2
PI567275,19.2
PI567456,19.2
PI567479,19.6
PI567551,19.2
PI567601,19.2
PI567766,20.7
PI578420,20.5
PI578424,19.2
PI578506,19.2
PI54608-2,19.2
PI55089-1,19.2
PI80828-2,19.2
PI80844-2,19.2
PI81037-5,19.2
PI81037-3,19.2
PI86903-3,19.2
PI89003-2,19.35
PI91132-3,19.2
PI157487B,19.2
PI253651B,19.2
PI297498B,19.2
PI319534B,19.2
PI347540B,19.2
PI360963A,20.549999999999997
PI378676A,20.2
PI378680B,19.2
PI407708A,19.45
PI407939A,19.2
PI408068C,19.35
PI408167C,19.799999999999997
PI417414A,19.2
PI423826B,19.2
PI430460A,19.85
PI437109A,19.2
PI437118B,19.2
PI437635D,19.2
PI437818B,19.2
PI437985A,19.2
PI438164A,19.2
PI438166A,19.7
PI438230B,19.2
PI438334A,19.25
PI438348A,19.2
PI438375A,19.2
PI445794A,19.2
PI467334A,19.2
PI467335A,20.1
PI468408C,19.35
PI506711B,19.2
PI509110B,19.2
PI532460A,19.2
PI561282C,19.2
PI561287B,19.2
PI561304A,20.4
PI588002,19.85
PI587909,19.2
PI591435,19.2
PI567363B,19.2
PI567415A,19.2
PI567486A,19.75
PI567535A,19.2
PI567667A,19.2
PI567272B,19.2
PI578432A,19.2
PI592389,20.2
PI593259,19.2
PI593958,19.549999999999997
PI592901,19.2
PI594392,19.2
PI594806,19.2
PI587902A,19.2
PI587753A,21.6
PI592962B,20.35
PI597439,21.2
PI597441,19.2
PI603298,20.65
PI603391,19.2
PI603549,19.2
PI603688,19.2
PI593956E,20.95
PI594820A,19.2
PI19986,19.2
PI608033,20.35
PI597430A,19.2
PI612744,20.299999999999997
PI612745,19.2
PI594841A,19.45
PI616498,20.65
PI629005,19.2
PI54600,19.3
PI54609,19.3
PI54809,19.3
PI54873,19.3
PI68722,19.35
PI70023,19.3
PI70076,19.65
PI71506,19.3
PI79696,19.3
PI81038,19.3
PI82259,19.6
PI82509,19.3
PI83915,19.3
PI84683,19.3
PI84949,20.200000000000003
PI85624,19.3
PI86449,20.3
PI88491,19.3
PI88789,20.3
PI95860,19.3
PI95960,20.4
PI96549,19.3
PI153241,19.3
PI157457,19.450000000000003
PI157491,19.3
PI161988,19.3
PI189932,19.3
PI189947,19.3
PI189960,19.3
PI194641,19.3
PI196154,19.3
PI200455,19.3
PI205901,19.3
PI227219,19.3
PI238922,19.3
PI243530,19.3
PI250002,19.5
PI258386,19.3
PI290142,19.3
PI290154,19.3
PI291301,19.3
PI291324,19.3
PI295951,19.6
PI297512,19.3
PI297525,19.3
PI297529,19.3
PI297540,19.3
PI322692,19.8
PI340016,19.3
PI358320,19.3
PI360964,19.3
PI361075,19.3
PI378665,19.6
PI383277,19.65
PI391584,19.3
PI398238,20.6
PI398254,19.3
PI398483,20.55
PI398534,20.55
PI398585,20.55
PI398966,19.3
PI399089,19.8
PI407715,19.9
PI407720,19.3
PI407724,19.3
PI407748,20.75
PI407757,20.25
PI408144,20.1
PI408193,19.3
PI408257,20.25
PI416931,20.85
PI416948,19.3
PI417100,19.3
PI417158,19.3
PI417159,19.3
PI417366,19.3
PI423864,19.3
PI424446,19.3
PI424475,19.3
PI424551,19.3
PI437178,19.3
PI437190,19.3
PI437204,19.3
PI437272,19.3
PI437285,19.3
PI437313,19.3
PI437342,19.3
PI437350,19.3
PI437383,19.3
PI437435,19.3
PI437473,19.3
PI437491,19.3
PI437541,19.3
PI437666,19.450000000000003
PI437694,19.3
PI437795,19.3
PI437802,20.25
PI437869,19.3
PI437963,20.200000000000003
PI438013,19.3
PI438036,19.3
PI438042,21.05
PI438177,20.1
PI438187,19.3
PI438235,19.3
PI438293,19.55
PI438306,19.3
PI438318,19.3
PI438327,19.35
PI438447,19.3
PI438482,19.3
PI442036,19.3
PI445791,19.3
PI461419,19.3
PI464904,19.85
PI470222,19.6
PI475827,19.3
PI479730,19.6
PI479741,19.5
PI506473,19.3
PI506529,19.3
PI506761,19.3
PI506794,19.3
PI506826,19.3
PI506845,19.3
PI506848,19.55
PI506867,19.3
PI506870,19.65
PI506882,19.3
PI506888,19.3
PI506898,19.3
PI506908,19.3
PI506968,19.8
PI507032,20.5
PI507038,19.3
PI507068,19.3
PI507077,19.3
PI507093,19.55
PI507109,19.3
PI507153,19.950000000000003
PI507273,20.25
PI507368,19.3
PI507457,19.3
PI507701,20.9
PI512323,19.3
PI518284,19.3
PI518664,21.080000000000002
PI518665,19.3
PI520732,19.3
PI520733,19.3
PI534647,19.3
PI536009,19.3
PI538393,19.3
PI539865,19.5
PI547427,19.3
PI547637,19.3
PI548342,19.3
PI548390,19.3
PI548500,20.75
PI548511,19.3
PI548535,20.5
PI548550,19.3
PI548566,19.3
PI548570,20.1
PI548623,19.3
PI548977,19.3
PI549050,19.3
PI549078,19.3
PI553041,19.950000000000003
PI561232,19.766666666666666
PI561328,19.3
PI561368,19.8
PI561369,19.3
PI561372,19.700000000000003
PI564849,20.333333333333332
PI564999,19.55
PI567177,19.8
PI567193,21.400000000000002
PI567221,19.35
PI574486,19.3
PI578372,19.3
PI578403,19.3
FC3654N,19.3
PI54606-1,19.3
PI54610-4,19.5
PI84632S,19.55
PI89061-3,20.15
PI297507A,19.3
PI342435B,19.3
PI358315A,19.3
PI358321B,19.3
PI378656A,19.3
PI378680C,19.3
PI378680A,19.3
PI404169A,19.3
PI404188A,19.3
PI408094-1,19.4
PI423708A,19.3
PI424156D,19.3
PI424178A,19.3
PI424337-2,19.3
PI437135A,19.75
PI437376A,19.3
PI437452A,19.3
PI437520B,19.3
PI437526B,19.3
PI437597B,19.700000000000003
PI437598A,19.3
PI437738B,19.3
PI437834B,19.3
PI437834A,19.450000000000003
PI437844A,19.3
PI437845C,19.3
PI437867B,19.3
PI437895C,19.3
PI437985B,19.3
PI438128B,20.75
PI438331B,19.3
PI438357A,19.3
PI445820B,19.75
PI449458A,20.450000000000003
PI507062A,19.3
PI507082C,19.3
PI507681A,19.4
PI507686C,19.3
PI561278A,19.3
PI561282B,19.3
PI561311B,19.3
PI587912,19.3
PI538402A,19.5
PI567514A,19.3
PI567696B,19.3
PI567713E,19.3
PI567738B,19.3
PI567749B,19.3
PI567753C,19.3
PI567220C,19.3
PI578392B,19.3
PI578428B,19.3
PI592903,20.700000000000003
PI587583D,20.85
PI587856A,19.3
PI597382,19.3
PI597422,19.3
PI597444,20.9
PI603161,19.3
PI603953,20.200000000000003
PI423743B,19.3
PI612717,20.450000000000003
PI612723,20.3
PI612748,19.3
PI603730D,19.3
PI603381B,19.3
PI613195,19.4
PI605781A,19.3
PI634873,19.3
PI634884,19.3
PI65354,20.15
PI68554,19.65
PI68728,19.4
PI70490,19.4
PI79620,19.85
PI79726,20.65
PI80471,19.4
PI80825,19.4
PI81023,19.4
PI83836,20.2
PI83893,19.4
PI84665,19.4
PI85519,19.4
PI86443,19.7
PI87013,19.4
PI88355,19.95
PI89063,20.95
PI96169,20.1
PI96280,19.4
PI97161,19.4
PI153279,19.4
PI153305,19.4
PI153313,19.4
PI153315,19.4
PI157401,19.4
PI180519,19.4
PI181533,19.4
PI184047,19.4
PI189881,19.4
PI200446,19.4
PI200466,19.45
PI200596,19.4
PI204331,19.4
PI224271,19.7
PI227327,19.4
PI229324,19.5
PI229325,19.5
PI243526,19.65
PI264555,19.4
PI290152,19.4
PI297515,19.4
PI297519,19.4
PI297532,19.4
PI297533,19.4
PI297545,20.4
PI317332,19.4
PI319528,20.9
PI342437,19.4
PI360851,19.4
PI361081,19.4
PI372420,19.4
PI372422,19.4
PI374221,19.4
PI378667,19.4
PI383278,20.0
PI398268,19.4
PI398416,19.4
PI398462,19.7
PI398526,20.2
PI398527,20.35
PI398586,20.35
PI398752,20.35
PI398809,20.4
PI398810,19.4
PI398812,20.45
PI398893,19.549999999999997
PI398949,20.799999999999997
PI407726,19.4
PI408202,19.4
PI408244,19.45
PI408283,19.799999999999997
PI416751,19.4
PI416844,19.4
PI417038,19.4
PI417068,20.2
PI417284,19.5
PI417408,19.4
PI417422,19.4
PI417430,19.4
PI417441,19.5
PI417538,19.4
PI417551,19.4
PI423709,19.4
PI423908,19.4
PI423918,20.4
PI423925,19.4
PI423972,19.4
PI424194,20.35
PI424358,20.5
PI424496,19.5
PI424601,20.75
PI436681,19.4
PI437074,19.4
PI437140,19.4
PI437176,19.4
PI437193,19.4
PI437247,19.7
PI437274,19.4
PI437352,19.4
PI437405,19.4
PI437483,20.35
PI437517,19.4
PI437584,19.4
PI437870,19.4
PI437913,19.4
PI437961,19.4
PI438020,19.6
PI438117,19.4
PI438146,20.1
PI438198,19.4
PI438290,19.4
PI438310,19.6
PI438326,19.4
PI438374,19.4
PI438379,19.4
PI438460,19.4
PI445798,19.4
PI445800,19.4
PI458094,19.4
PI458168,19.4
PI458829,19.4
PI464879,19.4
PI464884,19.4
PI464886,19.4
PI464893,20.1
PI464924,19.549999999999997
PI468381,19.6
PI483253,19.4
PI486353,19.65
PI504500,19.4
PI506667,19.4
PI506682,19.549999999999997
PI506712,19.4
PI506745,19.4
PI506750,20.0
PI506795,20.75
PI506838,19.4
PI506849,19.4
PI506852,19.4
PI506876,19.4
PI506902,19.4
PI506926,19.4
PI507116,19.4
PI507309,19.45
PI507326,19.4
PI507373,19.4
PI507381,19.4
PI507424,19.4
PI507434,19.4
PI507705,19.4
PI509086,19.4
PI518663,19.4
PI518703,20.2
PI533655,19.4
PI539864,20.4
PI543795,20.45
PI547838,19.4
PI548195,19.4
PI548308,19.4
PI548403,19.5
PI548413,19.4
PI548560,21.44
PI548582,20.224999999999998
PI548667,19.966666666666665
PI553039,19.4
PI561234,20.15
PI561283,19.4
PI561306,19.4
PI561365,19.4
PI561860,19.4
PI567169,20.566666666666666
PI567208,19.4
PI567283,20.1
PI567364,19.4
PI567451,19.5
PI567465,19.4
PI574483,19.4
PI578377,20.85
PI578407,21.4
PI578433,19.4
FC4007B,19.4
PI54608-4,19.4
PI60269-2,19.4
PI70473-1,20.35
PI79870-6,19.4
PI80844-3,19.4
PI82246-1,19.4
PI84646-2,20.1
PI88490-2,20.0
PI347540A,19.4
PI360963B,19.4
PI361061B,19.4
PI361071B,19.4
PI372403B,19.4
PI378656B,19.9
PI378677B,19.4
PI378680E,19.4
PI391581A,19.4
PI407386A,19.4
PI407708B,19.4
PI423781A,19.4
PI423882A,19.4
PI427088E,19.4
PI427088H,19.4
PI427088B,19.4
PI437166A,20.5
PI437189A,19.4
PI437246B,19.4
PI437270B,19.4
PI437645A,19.4
PI437753B,19.4
PI437888A,19.65
PI437910C,19.65
PI437945B,19.4
PI437956B,19.4
PI438211A,19.4
PI438212C,19.4
PI438254B,20.2
PI438348B,19.4
PI445808B,19.4
PI445824B,19.4
PI470227A,19.95
PI503339A,21.65
PI506590D,19.6
PI507082B,19.4
PI507686B,19.4
PI549049A,20.35
PI561282D,19.4
PI561296A,19.4
PI567585B,19.5
PI567650A,19.4
PI567650C,20.9
PI567661B,19.45
PI567762A,19.4
PI441360B,19.4
PI578328C,19.4
PI578332C,19.95
PI578335A,19.4
PI578409B,19.4
PI593258,19.4
PI592925,20.75
PI592976,19.4
PI592756,19.75
PI594296,20.766666666666666
PI594776,20.049999999999997
PI594621,19.4
PI592907A,21.299999999999997
PI597404,20.1
PI597387,19.4
PI603326,19.4
PI603338,20.0
PI603344,20.35
PI603431,19.95
PI603584,19.4
PI605793,19.4
PI594023A,20.25
PI594741B,19.4
PI594832A,20.1
PI608438,21.333333333333332
PI608726,20.299999999999997
PI597403A,19.4
PI603433B,19.4
PI614154,19.4
PI605781B,19.4
PI605886D,19.4
PI615586,19.4
PI606440C,19.4
FC29219,20.6
FC30694,20.25
FC31935,19.5
FC32141,19.9
PI54604,19.5
PI68648,19.5
PI68725,19.5
PI70078,19.5
PI81040,19.5
PI82183,20.5
PI83923,19.5
PI83946,19.5
PI84666,19.5
PI85437,19.5
PI85658,19.5
PI86007,19.5
PI86026,19.55
PI86038,19.5
PI87165,19.95
PI87167,19.5
PI88499,19.5
PI89001,19.5
PI89061,20.2
PI89073,19.6
PI91178,19.5
PI96787,19.6
PI153229,19.5
PI153283,19.5
PI153321,19.5
PI157394,20.3
PI157410,19.55
PI157444,19.65
PI157453,20.05
PI157462,19.5
PI157483,19.5
PI181535,19.5
PI181551,19.5
PI181552,20.05
PI181568,19.5
PI181699,19.5
PI189915,19.5
PI189917,19.5
PI189920,19.5
PI189928,19.5
PI189938,19.7
PI189940,19.5
PI194630,19.5
PI196157,19.7
PI196163,19.7
PI196165,19.5
PI196486,19.5
PI196491,19.5
PI200500,19.5
PI200530,19.5
PI200533,19.5
PI200534,20.15
PI212716,19.5
PI224273,19.5
PI229312,19.5
PI229333,19.5
PI229342,19.5
PI238924,19.85
PI240663,19.5
PI248397,19.5
PI248407,19.5
PI261468,20.25
PI261469,19.5
PI290120,19.5
PI290158,19.5
PI291300,19.5
PI295950,19.5
PI297550,20.2
PI307597,19.5
PI341257,19.5
PI358322,20.85
PI361070,19.5
PI361107,19.5
PI372419,19.5
PI378657,21.15
PI398184,19.7
PI398297,19.5
PI398411,20.35
PI398510,20.75
PI398670,20.5
PI399009,20.55
PI399065,20.2
PI407709,20.15
PI408163,19.5
PI416768,19.5
PI416792,19.5
PI416797,19.5
PI416799,19.5
PI416810,19.5
PI416883,19.5
PI416909,19.5
PI416955,19.5
PI416967,20.3
PI416969,20.45
PI417026,19.5
PI417105,20.15
PI417197,19.5
PI417217,19.5
PI417280,19.5
PI417299,19.5
PI417330,19.5
PI417341,19.5
PI417380,19.5
PI417398,19.5
PI417415,19.5
PI417532,19.5
PI417533,19.65
PI417535,19.5
PI417581,19.5
PI423868,20.3
PI423906,19.5
PI423912,19.5
PI423919,19.5
PI424417,19.5
PI424507,19.5
PI424593,20.55
PI436617,20.8
PI436618,19.5
PI437159,19.5
PI437181,19.5
PI437195,19.5
PI437248,19.5
PI437300,19.5
PI437351,19.5
PI437360,19.5
PI437441,19.5
PI437457,19.5
PI437537,19.5
PI437595,19.5
PI437603,21.1
PI437652,19.5
PI437748,19.5
PI437829,19.5
PI437854,19.5
PI437889,19.5
PI437901,19.5
PI437907,19.5
PI437959,19.5
PI437969,20.65
PI438080,19.5
PI438104,19.5
PI438125,19.5
PI438174,20.35
PI438209,19.5
PI438229,19.5
PI438241,19.5
PI438245,20.15
PI438283,19.5
PI438316,20.25
PI438336,19.5
PI438399,19.55
PI438418,19.5
PI445811,19.5
PI445849,19.5
PI449457,20.65
PI458256,19.5
PI458275,19.5
PI458300,19.5
PI470929,20.3
PI473572,19.5
PI503340,19.5
PI506490,20.55
PI506500,19.5
PI506509,21.65
PI506511,19.5
PI506519,19.5
PI506597,19.5
PI506612,19.5
PI506687,19.5
PI506784,19.75
PI506919,19.5
PI506969,19.5
PI506970,19.5
PI506985,19.5
PI507007,19.5
PI507094,19.5
PI507122,19.5
PI507173,19.5
PI507307,19.95
PI507331,19.5
PI507362,19.5
PI507385,19.5
PI507393,21.2
PI507404,19.5
PI507421,19.5
PI507452,19.5
PI507470,19.5
PI507510,19.9
PI507530,19.5
PI507702,19.5
PI509079,19.5
PI509081,19.5
PI518671,20.266666666666666
PI518674,20.0
PI518677,20.35
PI538404,19.5
PI542403,20.866666666666667
PI547524,19.5
PI548325,19.5
PI548381,19.5
PI548385,20.6
PI548423,19.5
PI548452,19.5
PI548505,20.5
PI548565,20.5
PI548610,19.6
PI548630,21.2
PI548695,20.2
PI560207,20.0
PI561229,20.1
PI561231,20.4
PI561301,20.75
PI561354,19.65
PI562372,19.5
PI566958,19.5
PI567153,19.5
PI567168,19.5
PI567606,19.55
PI567707,19.5
PI567733,19.5
PI578431,20.9
PI68474-2,19.6
PI68609A,19.5
PI80845-1,19.5
PI81034-2,19.5
PI81042-2,19.5
PI82263-2,19.5
PI86137-1,19.5
PI90490-2,20.5
PI91732-1,19.5
PI253653B,19.5
PI291311B,19.8
PI342435A,19.5
PI347539A,19.5
PI347540C,19.5
PI347546A,19.5
PI358321C,19.8
PI361085A,20.05
PI378664A,19.5
PI384469A,19.5
PI408110B,20.55
PI408167B,19.95
PI424157B,19.5
PI424368A,20.45
PI430460B,21.5
PI437156B,19.5
PI437211B,19.5
PI437636A,19.5
PI437887A,19.5
PI437920A,21.95
PI437991B,20.4
PI437995A,19.5
PI438141B,19.5
PI438207B,19.65
PI438238A,19.95
PI445820A,19.5
PI458150B,19.5
PI467322B,20.2
PI476352B,19.5
PI507525B,20.55
PI536547C,19.5
PI538410A,19.5
PI538410B,19.5
PI587091,21.4
PI591433,19.5
PI423961A,19.5
PI505649A,19.5
PI567296A,19.5
PI567604A,19.5
PI567770C,19.5
PI567200B,21.35
PI567212B,20.45
PI593951,19.5
PI594897,19.5
PI594749,19.5
PI587966C,19.5
PI587914B,19.5
PI595926,19.5
PI597408,19.5
PI597417,21.2
PI597420,20.25
PI597386,19.5
PI602593,20.1
PI603366,19.5
PI603369,19.5
PI603385,19.5
PI594858A,19.5
PI594863B,19.5
PI597391C,20.75
PI612738,19.5
PI612747,19.5
PI603293A,19.5
PI603346A,19.5
PI603438D,19.5
PI603571C,19.5
PI602497B,20.55
PI612708A,19.5
FC31700,19.6
PI54617,19.6
PI70001,19.6
PI70080,19.6
PI70461,19.6
PI70471,19.6
PI79737,20.3
PI80494,19.85
PI82326,19.6
PI82544,19.6
PI82581,19.6
PI83853,19.6
PI83868,19.6
PI84581,19.6
PI84631,19.700000000000003
PI85506,19.6
PI86004,19.6
PI86032,19.65
PI86075,19.6
PI86123,19.6
PI86445,19.6
PI88818,20.25
PI90138,19.6
PI91103,20.3
PI91144,20.5
PI91160,19.6
PI91646,20.15
PI91733,19.6
PI92702,19.6
PI93217,19.6
PI95740,19.6
PI153252,19.6
PI153270,19.950000000000003
PI157397,20.200000000000003
PI180521,19.6
PI184045,20.200000000000003
PI194627,19.6
PI196156,19.6
PI196164,19.6
PI196502,20.05
PI208789,19.6
PI227159,20.25
PI248406,19.6
PI290119,20.9
PI291323,19.6
PI291328,19.6
PI297500,19.6
PI297503,19.6
PI297520,20.5
PI297552,19.75
PI303650,20.4
PI342002,20.1
PI342436,19.6
PI361115,19.6
PI372424,20.4
PI377575,19.6
PI384468,19.6
PI391594,21.3
PI398331,20.75
PI398354,19.75
PI398491,20.5
PI398562,20.950000000000003
PI398568,20.65
PI398769,19.6
PI398784,20.5
PI404157,19.6
PI407713,19.6
PI407797,19.75
PI408340,19.6
PI416821,19.6
PI416877,19.6
PI416957,19.6
PI417000,19.6
PI417016,19.6
PI417059,21.25
PI417074,19.6
PI417097,20.85
PI417215,19.6
PI417306,19.85
PI417406,19.6
PI423762,19.6
PI423981,19.6
PI424146,19.6
PI424362,19.6
PI427136,19.6
PI436684,19.6
PI437209,19.6
PI437271,19.6
PI437301,19.6
PI437304,19.6
PI437309,19.6
PI437347,19.6
